,acc,loss,val_acc,val_loss
0,0.108,2.312,0.078,13.469
1,0.092,2.318,0.079,13.08
2,0.104,2.312,0.098,12.824
3,0.105,2.305,0.097,12.651
4,0.118,2.305,0.123,11.651
5,0.117,2.305,0.12,11.714
6,0.132,2.298,0.114,11.607
7,0.113,2.307,0.13,11.201
8,0.115,2.302,0.158,10.542
9,0.122,2.302,0.157,10.884
10,0.119,2.294,0.167,11.111
11,0.123,2.291,0.167,10.568
12,0.123,2.288,0.158,11.058
13,0.126,2.298,0.178,10.75
14,0.131,2.292,0.163,11.566
15,0.134,2.295,0.158,11.721
16,0.134,2.292,0.162,12.168
17,0.133,2.283,0.158,12.557
18,0.128,2.284,0.167,12.26
19,0.15,2.281,0.171,11.744
20,0.128,2.296,0.174,11.542
21,0.138,2.286,0.168,11.488
22,0.127,2.287,0.193,10.875
23,0.126,2.288,0.198,10.89
24,0.117,2.286,0.207,10.964
25,0.131,2.279,0.195,10.85
26,0.146,2.278,0.195,11.044
27,0.132,2.291,0.198,11.077
28,0.109,2.299,0.208,10.942
29,0.148,2.27,0.212,11.193
30,0.161,2.272,0.22,11.037
31,0.152,2.273,0.214,11.44
32,0.146,2.273,0.201,11.686
33,0.157,2.265,0.203,11.576
34,0.144,2.27,0.194,11.72
35,0.141,2.279,0.197,11.557
36,0.122,2.289,0.209,11.339
37,0.154,2.268,0.202,11.574
38,0.129,2.279,0.232,10.983
39,0.161,2.274,0.227,10.892
40,0.174,2.257,0.218,11.396
41,0.151,2.284,0.237,11.035
42,0.151,2.273,0.233,11.027
43,0.143,2.276,0.228,10.755
44,0.135,2.276,0.23,11.187
45,0.144,2.279,0.246,10.856
46,0.155,2.267,0.23,11.339
47,0.15,2.271,0.216,11.451
48,0.146,2.266,0.23,11.386
49,0.148,2.265,0.237,11.395
50,0.15,2.277,0.228,11.516
51,0.161,2.26,0.232,11.489
52,0.16,2.264,0.238,11.325
53,0.17,2.257,0.251,11.139
54,0.172,2.249,0.25,11.142
55,0.16,2.259,0.235,11.32
56,0.186,2.227,0.225,11.745
57,0.173,2.255,0.246,11.311
58,0.138,2.265,0.23,11.432
59,0.157,2.246,0.219,11.78
60,0.153,2.258,0.224,11.562
61,0.182,2.251,0.23,11.695
62,0.163,2.254,0.211,11.771
63,0.202,2.213,0.184,12.553
64,0.148,2.261,0.218,12.047
65,0.189,2.227,0.23,11.777
66,0.166,2.243,0.243,11.614
67,0.181,2.23,0.236,11.679
68,0.133,2.27,0.241,11.63
69,0.167,2.249,0.236,11.534
70,0.172,2.234,0.209,12.021
71,0.157,2.254,0.216,11.934
72,0.2,2.207,0.238,11.713
73,0.202,2.223,0.197,12.301
74,0.201,2.188,0.254,11.404
75,0.164,2.265,0.263,11.223
76,0.161,2.277,0.261,11.35
77,0.183,2.235,0.237,11.664
78,0.198,2.216,0.247,11.655
79,0.205,2.204,0.223,11.93
80,0.163,2.238,0.243,11.684
81,0.17,2.249,0.251,11.523
82,0.19,2.226,0.252,11.513
83,0.181,2.206,0.245,11.567
84,0.177,2.231,0.252,11.554
85,0.193,2.246,0.253,11.375
86,0.194,2.231,0.264,11.219
87,0.19,2.206,0.243,11.553
88,0.195,2.237,0.26,11.309
89,0.176,2.215,0.26,11.388
90,0.148,2.23,0.25,11.647
91,0.209,2.207,0.233,11.925
92,0.22,2.18,0.221,12.068
93,0.165,2.25,0.248,11.656
94,0.205,2.215,0.252,11.585
95,0.188,2.24,0.261,11.202
96,0.223,2.162,0.245,11.741
97,0.209,2.176,0.252,11.675
98,0.202,2.215,0.229,12.0
99,0.193,2.218,0.255,11.539
100,0.176,2.234,0.253,11.469
101,0.222,2.161,0.239,11.771
102,0.229,2.159,0.222,12.109
103,0.198,2.199,0.243,11.673
104,0.193,2.226,0.243,11.806
105,0.221,2.157,0.255,11.405
106,0.213,2.185,0.241,11.725
107,0.181,2.213,0.234,11.818
108,0.196,2.207,0.247,11.65
109,0.17,2.241,0.241,11.663
110,0.279,2.083,0.24,11.805
111,0.204,2.184,0.232,11.88
112,0.19,2.226,0.23,11.919
113,0.257,2.122,0.246,11.619
114,0.188,2.194,0.248,11.695
115,0.205,2.21,0.262,11.553
116,0.208,2.213,0.247,11.645
117,0.161,2.279,0.231,11.821
118,0.237,2.148,0.243,11.684
119,0.195,2.202,0.263,11.311
