,acc,loss,val_acc,val_loss
0,0.123,2.314,0.144,12.328
1,0.092,2.322,0.138,12.666
2,0.11,2.305,0.149,12.237
3,0.123,2.293,0.16,12.595
4,0.14,2.284,0.167,12.242
5,0.128,2.284,0.156,12.677
6,0.135,2.28,0.159,12.493
7,0.143,2.276,0.2,11.633
8,0.152,2.265,0.213,11.399
9,0.16,2.257,0.221,11.24
10,0.146,2.259,0.202,11.634
11,0.14,2.272,0.219,11.568
12,0.16,2.248,0.222,11.238
13,0.158,2.239,0.221,11.541
14,0.145,2.25,0.231,11.502
15,0.167,2.237,0.209,11.916
16,0.175,2.229,0.227,11.796
17,0.176,2.24,0.231,11.736
18,0.161,2.234,0.228,11.724
19,0.177,2.23,0.237,11.553
20,0.181,2.219,0.227,11.734
21,0.175,2.216,0.229,11.622
22,0.209,2.194,0.26,11.329
23,0.189,2.207,0.242,11.591
24,0.19,2.191,0.244,11.539
25,0.199,2.187,0.261,11.372
26,0.21,2.189,0.24,11.771
27,0.221,2.17,0.254,11.547
28,0.209,2.171,0.247,11.586
29,0.209,2.161,0.257,11.501
30,0.221,2.13,0.253,11.523
31,0.208,2.144,0.232,12.061
32,0.223,2.139,0.231,12.064
33,0.228,2.119,0.251,11.792
34,0.2,2.144,0.228,12.109
35,0.238,2.087,0.224,12.178
36,0.223,2.127,0.196,12.661
37,0.227,2.107,0.26,11.538
38,0.22,2.12,0.248,11.633
39,0.258,2.108,0.258,11.56
40,0.244,2.079,0.274,11.283
41,0.232,2.1,0.267,11.453
42,0.221,2.098,0.256,11.607
43,0.231,2.092,0.254,11.708
44,0.243,2.064,0.28,11.312
45,0.249,2.081,0.275,11.25
46,0.237,2.065,0.225,12.28
47,0.227,2.051,0.249,11.863
48,0.262,2.044,0.204,12.596
49,0.253,2.048,0.208,12.494
50,0.25,2.046,0.213,12.403
51,0.253,2.028,0.195,12.813
52,0.258,2.058,0.218,12.273
53,0.257,2.041,0.21,12.424
54,0.282,2.02,0.211,12.48
55,0.287,2.027,0.231,12.08
56,0.263,2.019,0.267,11.47
57,0.263,2.046,0.27,11.508
58,0.289,1.987,0.194,12.841
59,0.297,1.992,0.201,12.758
60,0.265,2.017,0.228,12.224
61,0.285,1.981,0.216,12.429
62,0.285,1.98,0.253,11.783
63,0.265,2.007,0.252,11.675
64,0.268,1.994,0.268,11.488
65,0.302,1.965,0.266,11.562
66,0.265,1.976,0.218,12.401
67,0.27,2.002,0.284,11.288
68,0.314,1.98,0.273,11.308
69,0.285,1.977,0.212,12.561
70,0.269,1.98,0.23,12.18
71,0.298,1.943,0.222,12.328
72,0.277,1.985,0.234,12.187
73,0.295,1.929,0.225,12.324
74,0.324,1.937,0.222,12.393
75,0.299,1.926,0.243,12.011
76,0.309,1.955,0.252,11.816
77,0.315,1.924,0.219,12.399
78,0.329,1.886,0.267,11.58
79,0.307,1.935,0.261,11.669
80,0.309,1.93,0.237,12.043
81,0.276,1.973,0.22,12.44
82,0.325,1.907,0.217,12.465
83,0.301,1.906,0.238,12.121
84,0.316,1.948,0.232,12.281
85,0.28,1.969,0.263,11.592
86,0.337,1.887,0.259,11.63
87,0.333,1.891,0.258,11.829
88,0.316,1.938,0.261,11.691
89,0.299,1.895,0.268,11.612
90,0.328,1.881,0.257,11.793
91,0.326,1.88,0.211,12.543
92,0.331,1.87,0.237,12.181
93,0.328,1.889,0.253,11.847
94,0.36,1.823,0.248,11.898
95,0.338,1.877,0.234,12.231
96,0.324,1.889,0.239,12.067
97,0.339,1.876,0.226,12.367
98,0.343,1.854,0.263,11.683
99,0.312,1.877,0.239,12.09
100,0.347,1.87,0.238,12.134
101,0.36,1.82,0.258,11.773
102,0.337,1.872,0.257,11.761
103,0.323,1.906,0.255,11.819
104,0.348,1.832,0.23,12.263
105,0.359,1.815,0.258,11.718
106,0.333,1.848,0.251,11.946
107,0.327,1.884,0.265,11.692
108,0.377,1.779,0.233,12.253
109,0.376,1.822,0.264,11.695
110,0.367,1.822,0.252,11.827
111,0.354,1.821,0.224,12.431
112,0.358,1.859,0.264,11.732
113,0.354,1.821,0.249,11.922
114,0.36,1.833,0.267,11.623
115,0.384,1.833,0.245,12.052
116,0.368,1.811,0.23,12.296
117,0.342,1.811,0.241,12.077
118,0.372,1.777,0.271,11.495
119,0.346,1.828,0.24,12.047
