,acc,loss,val_acc,val_loss
0,0.089,2.321,0.131,12.004
1,0.106,2.309,0.162,12.078
2,0.106,2.303,0.13,12.796
3,0.122,2.297,0.173,11.979
4,0.105,2.304,0.189,11.421
5,0.11,2.3,0.189,11.139
6,0.14,2.295,0.194,11.538
7,0.107,2.3,0.204,10.811
8,0.126,2.298,0.208,10.853
9,0.133,2.292,0.209,11.036
10,0.144,2.29,0.212,11.486
11,0.134,2.293,0.202,11.632
12,0.133,2.289,0.194,11.898
13,0.158,2.279,0.195,11.899
14,0.133,2.28,0.202,11.729
15,0.145,2.281,0.217,11.54
16,0.151,2.284,0.225,11.427
17,0.135,2.287,0.222,11.509
18,0.138,2.281,0.238,11.368
19,0.142,2.281,0.217,11.584
20,0.155,2.274,0.219,11.643
21,0.141,2.276,0.204,12.01
22,0.155,2.278,0.216,11.827
23,0.164,2.265,0.192,12.361
24,0.162,2.26,0.23,11.66
25,0.141,2.266,0.224,11.653
26,0.138,2.266,0.23,11.67
27,0.157,2.273,0.238,11.513
28,0.171,2.259,0.22,11.941
29,0.15,2.27,0.23,11.778
30,0.153,2.256,0.218,12.027
31,0.172,2.252,0.233,11.592
32,0.161,2.259,0.226,11.825
33,0.166,2.256,0.252,11.425
34,0.171,2.248,0.253,11.258
35,0.177,2.237,0.242,11.68
36,0.174,2.244,0.227,11.894
37,0.186,2.241,0.212,12.1
38,0.184,2.215,0.251,11.581
39,0.171,2.237,0.223,12.057
40,0.191,2.242,0.232,11.805
41,0.189,2.245,0.219,12.153
42,0.186,2.227,0.249,11.571
43,0.184,2.21,0.26,11.493
44,0.182,2.221,0.234,11.848
45,0.188,2.226,0.255,11.61
46,0.199,2.203,0.257,11.52
47,0.202,2.202,0.228,12.068
48,0.214,2.198,0.241,11.699
49,0.195,2.208,0.235,11.854
50,0.199,2.211,0.234,12.108
51,0.193,2.205,0.239,11.969
52,0.198,2.198,0.222,12.298
53,0.22,2.206,0.219,12.239
54,0.196,2.206,0.231,12.065
55,0.198,2.186,0.223,12.118
56,0.198,2.197,0.24,11.737
57,0.215,2.196,0.19,12.789
58,0.189,2.199,0.219,12.129
59,0.208,2.167,0.216,12.248
60,0.202,2.207,0.244,11.824
61,0.2,2.175,0.188,12.85
62,0.227,2.148,0.221,12.278
63,0.221,2.159,0.206,12.509
64,0.212,2.171,0.267,11.445
65,0.206,2.17,0.228,12.042
66,0.206,2.156,0.222,12.135
67,0.25,2.166,0.24,11.946
68,0.198,2.193,0.205,12.494
69,0.21,2.165,0.211,12.444
70,0.186,2.189,0.194,12.659
71,0.231,2.158,0.223,12.223
72,0.221,2.141,0.217,12.276
73,0.229,2.124,0.192,12.799
74,0.219,2.138,0.237,11.996
75,0.219,2.134,0.231,12.075
76,0.223,2.137,0.224,12.254
77,0.229,2.153,0.194,12.75
78,0.233,2.127,0.212,12.461
79,0.238,2.133,0.202,12.54
80,0.227,2.156,0.219,12.248
81,0.249,2.118,0.241,11.933
82,0.233,2.114,0.196,12.774
83,0.212,2.179,0.219,12.365
84,0.246,2.145,0.244,11.913
85,0.254,2.134,0.22,12.278
86,0.23,2.147,0.247,11.899
87,0.229,2.141,0.237,12.028
88,0.232,2.144,0.226,12.294
89,0.234,2.106,0.229,12.118
90,0.228,2.146,0.203,12.572
91,0.238,2.133,0.203,12.623
92,0.276,2.082,0.232,12.122
93,0.217,2.127,0.226,12.201
94,0.275,2.094,0.225,12.233
95,0.258,2.102,0.207,12.618
96,0.267,2.064,0.243,11.922
97,0.254,2.074,0.217,12.482
98,0.248,2.123,0.21,12.457
99,0.244,2.082,0.234,11.986
100,0.262,2.029,0.23,12.192
101,0.241,2.114,0.238,12.003
102,0.272,2.061,0.21,12.432
103,0.263,2.074,0.257,11.655
104,0.271,2.065,0.212,12.467
105,0.256,2.099,0.23,12.194
106,0.243,2.106,0.238,12.023
107,0.269,2.054,0.227,12.152
108,0.286,2.033,0.218,12.393
109,0.258,2.079,0.24,11.98
110,0.291,2.08,0.246,11.991
111,0.289,2.036,0.23,12.233
112,0.248,2.098,0.204,12.645
113,0.249,2.081,0.218,12.449
114,0.26,2.063,0.261,11.717
115,0.266,2.094,0.225,12.199
116,0.277,2.049,0.221,12.33
117,0.272,2.022,0.228,12.203
118,0.29,2.027,0.225,12.243
119,0.279,2.035,0.229,12.141
