,acc,loss,val_acc,val_loss
0,0.092,2.326,0.13,13.217
1,0.102,2.319,0.106,14.286
2,0.098,2.313,0.138,12.455
3,0.116,2.304,0.173,11.456
4,0.131,2.286,0.165,11.286
5,0.107,2.299,0.18,11.381
6,0.107,2.314,0.188,10.771
7,0.138,2.284,0.16,11.77
8,0.127,2.293,0.164,12.124
9,0.137,2.279,0.17,11.927
10,0.116,2.304,0.19,11.215
11,0.135,2.285,0.188,11.091
12,0.112,2.31,0.185,10.699
13,0.133,2.287,0.204,11.177
14,0.126,2.287,0.194,10.826
15,0.136,2.296,0.194,11.055
16,0.156,2.268,0.188,11.249
17,0.112,2.316,0.19,11.124
18,0.157,2.264,0.197,11.357
19,0.15,2.276,0.181,12.061
20,0.16,2.268,0.206,10.962
21,0.183,2.242,0.207,11.45
22,0.14,2.28,0.19,11.722
23,0.18,2.24,0.205,11.744
24,0.143,2.258,0.211,11.594
25,0.148,2.283,0.21,11.555
26,0.18,2.225,0.215,11.696
27,0.194,2.212,0.194,12.177
28,0.134,2.292,0.205,11.752
29,0.181,2.233,0.23,11.644
30,0.151,2.26,0.247,11.403
31,0.205,2.191,0.207,12.23
32,0.142,2.274,0.23,11.675
33,0.18,2.222,0.214,11.97
34,0.156,2.279,0.228,11.564
35,0.147,2.274,0.229,11.474
36,0.158,2.283,0.25,11.121
37,0.204,2.211,0.25,11.281
38,0.163,2.272,0.247,11.517
39,0.142,2.306,0.25,10.916
40,0.205,2.224,0.238,11.248
41,0.182,2.229,0.241,11.306
42,0.156,2.259,0.243,11.298
43,0.213,2.19,0.227,11.642
44,0.224,2.168,0.232,11.817
45,0.188,2.204,0.238,11.62
46,0.189,2.215,0.238,11.575
47,0.179,2.244,0.262,11.303
48,0.19,2.192,0.226,11.834
49,0.212,2.192,0.238,11.844
50,0.214,2.174,0.232,11.809
51,0.179,2.266,0.254,11.283
52,0.225,2.119,0.235,11.89
53,0.206,2.215,0.215,12.188
54,0.21,2.115,0.246,11.763
55,0.241,2.159,0.262,11.345
56,0.199,2.195,0.252,11.627
57,0.218,2.118,0.237,11.92
58,0.215,2.167,0.259,11.462
59,0.195,2.184,0.234,11.866
60,0.229,2.171,0.254,11.525
61,0.215,2.185,0.225,12.17
62,0.224,2.159,0.246,11.67
63,0.215,2.109,0.251,11.731
64,0.177,2.288,0.257,11.32
65,0.152,2.313,0.244,11.382
66,0.242,2.162,0.26,11.31
67,0.231,2.156,0.255,11.64
68,0.204,2.175,0.24,11.84
69,0.242,2.079,0.234,11.863
70,0.234,2.147,0.234,11.853
71,0.228,2.166,0.253,11.51
72,0.185,2.253,0.263,11.264
73,0.225,2.172,0.243,11.79
74,0.244,2.08,0.23,11.982
75,0.272,2.037,0.236,11.983
76,0.194,2.229,0.25,11.666
77,0.231,2.161,0.248,11.59
78,0.162,2.291,0.267,11.187
79,0.251,2.155,0.261,11.365
80,0.221,2.152,0.254,11.529
81,0.204,2.217,0.265,11.363
82,0.205,2.198,0.266,11.275
83,0.253,2.154,0.256,11.409
84,0.26,2.121,0.251,11.614
85,0.209,2.213,0.226,11.979
86,0.199,2.207,0.243,11.631
87,0.246,2.143,0.257,11.523
88,0.227,2.187,0.23,11.907
89,0.228,2.196,0.255,11.462
90,0.273,2.141,0.222,12.096
91,0.288,2.046,0.23,11.927
92,0.22,2.198,0.245,11.741
93,0.249,2.127,0.244,11.734
94,0.24,2.153,0.228,12.079
95,0.251,2.097,0.235,12.017
96,0.235,2.187,0.249,11.635
97,0.279,2.1,0.232,12.054
98,0.254,2.124,0.247,11.788
99,0.214,2.199,0.231,11.939
100,0.218,2.174,0.249,11.657
101,0.23,2.173,0.261,11.507
102,0.213,2.183,0.245,11.669
103,0.186,2.205,0.241,11.57
104,0.257,2.114,0.249,11.67
105,0.227,2.157,0.248,11.635
106,0.209,2.171,0.257,11.542
107,0.209,2.158,0.243,11.727
108,0.256,2.074,0.265,11.496
109,0.22,2.161,0.246,11.654
110,0.269,2.094,0.244,11.683
111,0.244,2.092,0.247,11.786
112,0.316,1.995,0.228,12.157
113,0.233,2.134,0.238,12.041
114,0.225,2.171,0.247,11.769
115,0.256,2.147,0.231,11.75
116,0.302,2.052,0.253,11.554
117,0.282,2.005,0.249,11.839
118,0.247,2.12,0.253,11.755
119,0.221,2.176,0.239,11.97
