,acc,loss,val_acc,val_loss
0,0.095,2.324,0.103,13.075
1,0.097,2.307,0.121,13.018
2,0.104,2.309,0.142,12.741
3,0.114,2.303,0.136,13.172
4,0.119,2.296,0.128,13.371
5,0.115,2.301,0.125,13.702
6,0.112,2.289,0.143,13.228
7,0.129,2.294,0.162,12.298
8,0.132,2.28,0.169,12.183
9,0.124,2.295,0.194,11.514
10,0.147,2.272,0.187,12.108
11,0.135,2.278,0.152,12.881
12,0.153,2.277,0.161,13.135
13,0.124,2.28,0.166,12.489
14,0.131,2.272,0.182,12.194
15,0.143,2.27,0.188,11.969
16,0.153,2.268,0.215,11.595
17,0.158,2.277,0.197,11.656
18,0.173,2.254,0.201,12.043
19,0.141,2.264,0.2,12.029
20,0.158,2.254,0.202,12.134
21,0.186,2.254,0.208,11.896
22,0.173,2.24,0.184,12.566
23,0.152,2.24,0.182,12.783
24,0.177,2.232,0.195,12.37
25,0.167,2.241,0.223,11.9
26,0.171,2.239,0.191,12.503
27,0.162,2.248,0.203,12.266
28,0.163,2.236,0.223,11.972
29,0.206,2.204,0.204,12.395
30,0.18,2.223,0.217,12.203
31,0.174,2.206,0.209,12.318
32,0.175,2.214,0.212,12.127
33,0.184,2.223,0.235,11.874
34,0.191,2.192,0.233,12.01
35,0.201,2.188,0.211,12.311
36,0.214,2.176,0.237,11.647
37,0.199,2.194,0.216,12.167
38,0.194,2.201,0.239,11.858
39,0.208,2.161,0.25,11.589
40,0.195,2.165,0.258,11.515
41,0.202,2.159,0.202,12.589
42,0.191,2.177,0.211,12.325
43,0.209,2.131,0.246,11.766
44,0.2,2.138,0.226,12.062
45,0.237,2.132,0.217,12.291
46,0.227,2.128,0.236,11.969
47,0.213,2.125,0.233,11.967
48,0.206,2.081,0.253,11.694
49,0.214,2.156,0.23,12.042
50,0.243,2.11,0.244,11.796
51,0.247,2.118,0.248,11.758
52,0.22,2.134,0.242,11.911
53,0.227,2.121,0.258,11.492
54,0.24,2.095,0.249,11.679
55,0.235,2.066,0.274,11.316
56,0.244,2.131,0.261,11.603
57,0.239,2.112,0.224,12.241
58,0.22,2.052,0.234,12.003
59,0.244,2.097,0.251,11.676
60,0.272,2.04,0.242,11.976
61,0.258,2.11,0.266,11.514
62,0.235,2.052,0.252,11.54
63,0.243,2.1,0.248,11.784
64,0.25,2.066,0.275,11.32
65,0.26,2.033,0.236,12.009
66,0.243,2.086,0.235,12.05
67,0.235,2.102,0.258,11.515
68,0.258,2.031,0.266,11.54
69,0.247,2.05,0.272,11.4
70,0.238,2.098,0.268,11.461
71,0.267,2.064,0.239,11.955
72,0.252,2.062,0.256,11.636
73,0.231,2.103,0.271,11.294
74,0.27,2.059,0.257,11.68
75,0.259,2.017,0.267,11.477
76,0.253,2.076,0.272,11.354
77,0.269,2.034,0.277,11.347
78,0.243,2.073,0.274,11.479
79,0.256,2.046,0.275,11.417
80,0.256,2.038,0.228,12.19
81,0.294,2.026,0.268,11.459
82,0.24,2.092,0.244,11.893
83,0.277,1.971,0.241,11.993
84,0.258,2.056,0.269,11.536
85,0.27,2.023,0.264,11.563
86,0.269,2.049,0.254,11.758
87,0.266,2.032,0.256,11.732
88,0.278,2.025,0.279,11.399
89,0.257,2.026,0.241,11.934
90,0.263,2.063,0.277,11.312
91,0.263,2.082,0.259,11.781
92,0.267,2.045,0.285,11.304
93,0.296,2.031,0.283,11.328
94,0.285,2.038,0.283,11.326
95,0.254,2.083,0.287,11.143
96,0.316,1.982,0.268,11.515
97,0.266,2.02,0.28,11.338
98,0.306,1.994,0.294,11.159
99,0.282,2.035,0.285,11.295
100,0.27,2.031,0.3,11.037
101,0.287,2.035,0.285,11.123
102,0.273,2.032,0.301,10.949
103,0.298,2.024,0.266,11.504
104,0.298,1.98,0.296,11.122
105,0.291,1.98,0.282,11.298
106,0.268,2.033,0.277,11.319
107,0.285,2.002,0.261,11.556
108,0.294,1.991,0.292,11.239
109,0.286,1.997,0.277,11.384
110,0.29,1.994,0.271,11.447
111,0.282,1.981,0.274,11.384
112,0.298,1.992,0.29,11.17
113,0.319,1.992,0.299,10.941
114,0.3,2.01,0.291,11.14
115,0.3,1.984,0.287,11.163
116,0.283,2.007,0.273,11.414
117,0.302,1.976,0.27,11.53
118,0.271,2.005,0.296,11.134
119,0.306,1.97,0.302,11.014
