,acc,loss,val_acc,val_loss
0,0.089,2.322,0.116,13.1
1,0.092,2.312,0.128,11.534
2,0.115,2.299,0.144,11.794
3,0.106,2.308,0.166,10.558
4,0.119,2.302,0.148,11.444
5,0.099,2.305,0.176,10.661
6,0.129,2.304,0.181,11.107
7,0.144,2.286,0.184,11.088
8,0.107,2.295,0.16,11.725
9,0.135,2.286,0.165,11.573
10,0.148,2.28,0.184,11.221
11,0.123,2.304,0.195,10.813
12,0.114,2.299,0.213,10.137
13,0.134,2.287,0.174,11.442
14,0.138,2.276,0.169,11.678
15,0.151,2.283,0.203,10.717
16,0.133,2.277,0.191,11.059
17,0.135,2.288,0.208,10.327
18,0.176,2.253,0.221,10.508
19,0.18,2.254,0.203,11.277
20,0.152,2.265,0.189,11.967
21,0.106,2.31,0.213,10.834
22,0.156,2.255,0.167,12.27
23,0.156,2.26,0.174,12.205
24,0.174,2.241,0.219,11.064
25,0.194,2.248,0.246,10.304
26,0.141,2.3,0.218,11.114
27,0.194,2.25,0.232,10.915
28,0.186,2.222,0.213,11.311
29,0.161,2.282,0.199,11.759
30,0.204,2.217,0.192,12.005
31,0.145,2.278,0.183,12.296
32,0.206,2.228,0.206,11.782
33,0.188,2.228,0.179,12.485
34,0.166,2.252,0.202,11.969
35,0.11,2.336,0.241,10.833
36,0.192,2.238,0.247,11.049
37,0.19,2.246,0.212,11.641
38,0.173,2.238,0.196,11.971
39,0.156,2.275,0.208,11.741
40,0.208,2.21,0.199,12.137
41,0.211,2.169,0.199,12.266
42,0.214,2.19,0.177,12.544
43,0.23,2.142,0.181,12.62
44,0.202,2.185,0.152,13.26
45,0.211,2.167,0.203,12.16
46,0.164,2.292,0.204,12.256
47,0.201,2.236,0.213,11.969
48,0.203,2.192,0.178,12.793
49,0.176,2.242,0.196,12.38
50,0.262,2.126,0.178,12.871
51,0.198,2.178,0.198,12.505
52,0.201,2.198,0.161,13.174
53,0.201,2.181,0.195,12.615
54,0.188,2.218,0.175,12.929
55,0.155,2.286,0.174,12.992
56,0.251,2.115,0.2,12.372
57,0.253,2.094,0.196,12.451
58,0.201,2.184,0.205,12.424
59,0.211,2.167,0.236,11.805
60,0.22,2.162,0.196,12.648
61,0.22,2.213,0.199,12.537
62,0.171,2.284,0.214,12.114
63,0.19,2.231,0.214,12.083
64,0.174,2.262,0.191,12.502
65,0.214,2.217,0.191,12.567
66,0.208,2.2,0.232,11.797
67,0.152,2.29,0.201,12.367
68,0.232,2.168,0.175,12.84
69,0.172,2.261,0.202,12.311
70,0.204,2.217,0.184,12.682
71,0.222,2.2,0.21,12.224
72,0.27,2.098,0.196,12.632
73,0.19,2.209,0.199,12.532
74,0.258,2.097,0.163,13.219
75,0.202,2.205,0.196,12.553
76,0.275,2.067,0.21,12.362
77,0.196,2.229,0.211,12.407
78,0.16,2.287,0.212,12.433
79,0.249,2.136,0.218,12.194
80,0.224,2.176,0.196,12.588
81,0.272,2.066,0.181,12.932
82,0.252,2.066,0.21,12.362
83,0.249,2.124,0.182,12.902
84,0.244,2.124,0.183,12.851
85,0.258,2.024,0.224,12.163
86,0.152,2.322,0.202,12.587
87,0.198,2.188,0.202,12.478
88,0.185,2.232,0.207,12.304
89,0.23,2.168,0.218,12.204
90,0.237,2.161,0.211,12.287
91,0.263,2.107,0.204,12.631
92,0.205,2.219,0.216,12.26
93,0.237,2.168,0.192,12.765
94,0.26,2.105,0.177,13.026
95,0.221,2.143,0.207,12.426
96,0.25,2.092,0.197,12.638
97,0.192,2.233,0.211,12.401
98,0.227,2.173,0.19,12.751
99,0.156,2.27,0.198,12.422
100,0.229,2.163,0.219,12.196
101,0.257,2.073,0.196,12.611
102,0.246,2.08,0.195,12.789
103,0.277,2.07,0.205,12.577
104,0.268,2.078,0.203,12.6
105,0.272,2.002,0.181,12.95
106,0.204,2.207,0.186,12.808
107,0.254,2.091,0.179,12.968
108,0.251,2.075,0.188,12.88
109,0.252,2.115,0.183,12.954
110,0.234,2.153,0.175,13.039
111,0.219,2.186,0.187,12.822
112,0.241,2.17,0.179,12.979
113,0.239,2.138,0.245,11.653
114,0.233,2.153,0.202,12.468
115,0.249,2.106,0.212,12.434
116,0.248,2.079,0.201,12.547
117,0.307,1.972,0.199,12.723
118,0.296,1.956,0.207,12.612
119,0.267,2.038,0.21,12.6
