,acc,loss,val_acc,val_loss
0,0.098,2.316,0.11,12.761
1,0.115,2.311,0.114,13.325
2,0.104,2.313,0.126,12.657
3,0.119,2.302,0.128,12.941
4,0.117,2.3,0.14,12.505
5,0.105,2.302,0.144,12.012
6,0.14,2.291,0.153,12.384
7,0.127,2.296,0.162,12.45
8,0.145,2.296,0.144,12.914
9,0.128,2.287,0.142,12.974
10,0.118,2.295,0.16,12.481
11,0.15,2.278,0.163,12.626
12,0.119,2.287,0.163,12.703
13,0.134,2.281,0.161,12.861
14,0.15,2.283,0.173,12.577
15,0.133,2.286,0.169,12.66
16,0.148,2.284,0.187,12.071
17,0.146,2.282,0.184,12.152
18,0.152,2.281,0.183,12.507
19,0.145,2.281,0.168,12.947
20,0.14,2.282,0.165,13.014
21,0.161,2.261,0.161,12.972
22,0.172,2.254,0.167,12.933
23,0.147,2.284,0.177,12.436
24,0.151,2.283,0.172,12.54
25,0.171,2.251,0.167,12.79
26,0.135,2.293,0.191,12.004
27,0.173,2.259,0.177,12.582
28,0.158,2.265,0.173,12.846
29,0.142,2.271,0.18,12.619
30,0.15,2.268,0.185,12.729
31,0.166,2.241,0.18,12.717
32,0.162,2.259,0.191,12.659
33,0.144,2.258,0.178,12.75
34,0.128,2.282,0.178,12.811
35,0.177,2.243,0.184,12.642
36,0.171,2.252,0.173,12.873
37,0.185,2.24,0.169,12.91
38,0.202,2.206,0.163,13.081
39,0.196,2.233,0.174,13.035
40,0.194,2.213,0.18,12.857
41,0.188,2.248,0.197,12.569
42,0.176,2.241,0.206,12.279
43,0.208,2.216,0.184,12.894
44,0.213,2.213,0.18,12.851
45,0.206,2.218,0.177,12.913
46,0.196,2.208,0.177,12.923
47,0.199,2.177,0.18,12.974
48,0.201,2.194,0.158,13.237
49,0.205,2.177,0.17,13.114
50,0.224,2.133,0.167,13.201
51,0.194,2.189,0.178,12.988
52,0.183,2.233,0.182,12.757
53,0.172,2.23,0.19,12.744
54,0.215,2.127,0.181,12.925
55,0.238,2.125,0.19,12.737
56,0.192,2.183,0.179,12.899
57,0.209,2.132,0.171,13.031
58,0.229,2.091,0.167,13.166
59,0.201,2.181,0.167,13.133
60,0.24,2.118,0.178,12.971
61,0.209,2.16,0.17,13.061
62,0.201,2.157,0.189,12.756
63,0.251,2.094,0.16,13.384
64,0.174,2.226,0.199,12.646
65,0.208,2.162,0.218,12.248
66,0.241,2.111,0.185,12.863
67,0.206,2.144,0.203,12.647
68,0.212,2.13,0.203,12.489
69,0.18,2.21,0.199,12.612
70,0.228,2.127,0.191,12.7
71,0.256,2.072,0.195,12.73
72,0.249,2.126,0.202,12.603
73,0.228,2.107,0.183,12.908
74,0.195,2.207,0.208,12.48
75,0.225,2.117,0.196,12.737
76,0.279,2.031,0.176,12.985
77,0.219,2.15,0.21,12.52
78,0.24,2.117,0.217,12.34
79,0.278,2.024,0.176,13.06
80,0.191,2.214,0.178,13.003
81,0.229,2.11,0.175,13.208
82,0.248,2.059,0.198,12.794
83,0.209,2.157,0.21,12.446
84,0.249,2.049,0.181,12.948
85,0.24,2.069,0.173,13.139
86,0.243,2.094,0.203,12.633
87,0.225,2.102,0.206,12.583
88,0.252,2.109,0.185,12.942
89,0.212,2.155,0.21,12.56
90,0.233,2.129,0.189,12.808
91,0.256,2.073,0.208,12.542
92,0.259,2.054,0.218,12.405
93,0.221,2.112,0.193,12.758
94,0.218,2.105,0.21,12.466
95,0.27,2.004,0.183,13.031
96,0.246,2.04,0.208,12.621
97,0.239,2.085,0.198,12.666
98,0.242,2.084,0.212,12.483
99,0.283,2.031,0.183,13.014
100,0.251,2.035,0.198,12.79
101,0.27,2.015,0.208,12.517
102,0.265,2.056,0.214,12.404
103,0.266,2.024,0.208,12.516
104,0.267,1.984,0.211,12.447
105,0.277,2.061,0.256,11.735
106,0.244,2.077,0.21,12.518
107,0.268,2.027,0.201,12.615
108,0.222,2.124,0.21,12.519
109,0.269,2.023,0.21,12.551
110,0.206,2.142,0.21,12.427
111,0.267,2.027,0.233,12.121
112,0.247,2.062,0.219,12.276
113,0.259,2.049,0.181,13.008
114,0.285,2.003,0.211,12.511
115,0.253,2.055,0.196,12.799
116,0.251,2.073,0.212,12.437
117,0.311,1.958,0.174,13.177
118,0.288,2.026,0.212,12.568
119,0.26,2.056,0.223,12.323
