,acc,loss,val_acc,val_loss
0,0.096,2.333,0.107,12.715
1,0.119,2.305,0.132,12.998
2,0.094,2.317,0.125,13.387
3,0.115,2.303,0.127,13.038
4,0.109,2.309,0.117,13.282
5,0.122,2.299,0.122,12.97
6,0.108,2.306,0.146,12.212
7,0.102,2.305,0.144,11.796
8,0.123,2.295,0.154,11.036
9,0.127,2.297,0.166,11.556
10,0.131,2.292,0.162,11.869
11,0.121,2.296,0.188,11.368
12,0.134,2.289,0.177,11.979
13,0.15,2.287,0.2,11.216
14,0.127,2.295,0.183,11.651
15,0.125,2.289,0.212,10.381
16,0.152,2.278,0.202,10.771
17,0.146,2.273,0.165,11.906
18,0.089,2.308,0.189,11.799
19,0.174,2.261,0.18,11.915
20,0.152,2.269,0.184,12.055
21,0.141,2.273,0.185,12.155
22,0.137,2.301,0.189,11.432
23,0.162,2.266,0.182,12.1
24,0.162,2.264,0.18,12.322
25,0.119,2.305,0.207,11.142
26,0.157,2.269,0.184,11.705
27,0.166,2.249,0.197,11.709
28,0.136,2.288,0.224,11.219
29,0.125,2.297,0.231,10.909
30,0.148,2.281,0.233,10.726
31,0.157,2.253,0.211,11.613
32,0.152,2.256,0.202,12.129
33,0.177,2.274,0.193,12.022
34,0.172,2.246,0.216,11.583
35,0.167,2.258,0.229,10.955
36,0.167,2.267,0.224,11.664
37,0.16,2.267,0.224,11.701
38,0.166,2.26,0.212,12.04
39,0.15,2.279,0.214,11.514
40,0.124,2.295,0.22,11.151
41,0.17,2.258,0.231,11.346
42,0.169,2.241,0.209,11.926
43,0.196,2.214,0.195,12.379
44,0.133,2.266,0.214,11.739
45,0.154,2.265,0.212,12.087
46,0.146,2.262,0.216,11.887
47,0.126,2.281,0.251,11.017
48,0.205,2.205,0.218,11.875
49,0.229,2.203,0.208,12.114
50,0.163,2.235,0.207,11.802
51,0.205,2.195,0.206,12.215
52,0.175,2.219,0.226,11.867
53,0.152,2.271,0.225,11.81
54,0.174,2.22,0.215,11.764
55,0.205,2.176,0.188,12.54
56,0.198,2.169,0.22,11.912
57,0.213,2.151,0.235,11.711
58,0.211,2.142,0.219,12.114
59,0.186,2.155,0.219,12.09
60,0.184,2.244,0.211,12.045
61,0.221,2.133,0.218,12.071
62,0.179,2.207,0.205,12.333
63,0.222,2.126,0.193,12.567
64,0.195,2.187,0.258,11.43
65,0.21,2.18,0.257,11.463
66,0.195,2.179,0.229,11.764
67,0.2,2.188,0.23,11.832
68,0.186,2.208,0.254,11.556
69,0.229,2.155,0.234,11.811
70,0.165,2.254,0.262,11.243
71,0.129,2.268,0.278,10.894
72,0.233,2.166,0.253,11.447
73,0.258,2.102,0.215,12.291
74,0.242,2.098,0.216,12.206
75,0.17,2.275,0.224,12.145
76,0.218,2.161,0.224,11.945
77,0.231,2.11,0.229,11.987
78,0.267,2.062,0.241,11.804
79,0.162,2.245,0.26,11.609
80,0.233,2.144,0.252,11.605
81,0.176,2.2,0.249,11.576
82,0.21,2.175,0.237,12.031
83,0.272,2.064,0.228,12.084
84,0.219,2.16,0.224,12.209
85,0.146,2.282,0.254,11.651
86,0.228,2.138,0.222,12.288
87,0.239,2.138,0.237,11.834
88,0.234,2.12,0.233,12.061
89,0.202,2.174,0.25,11.668
90,0.234,2.14,0.206,12.321
91,0.179,2.212,0.266,11.298
92,0.205,2.136,0.237,11.801
93,0.206,2.156,0.249,11.649
94,0.241,2.105,0.263,11.513
95,0.194,2.162,0.243,11.759
96,0.202,2.152,0.233,11.938
97,0.24,2.112,0.245,11.851
98,0.221,2.133,0.253,11.76
99,0.214,2.127,0.251,11.637
100,0.239,2.098,0.22,12.24
101,0.231,2.095,0.233,11.967
102,0.247,2.1,0.251,11.698
103,0.211,2.135,0.239,11.95
104,0.23,2.097,0.229,12.145
105,0.215,2.132,0.255,11.625
106,0.222,2.132,0.222,12.252
107,0.23,2.089,0.226,12.263
108,0.172,2.2,0.254,11.663
109,0.267,2.065,0.25,11.84
110,0.238,2.067,0.237,12.055
111,0.217,2.144,0.25,11.738
112,0.244,2.065,0.253,11.654
113,0.302,1.988,0.251,11.76
114,0.2,2.181,0.244,11.868
115,0.222,2.147,0.238,11.945
116,0.199,2.181,0.242,11.758
117,0.295,2.037,0.254,11.685
118,0.262,2.073,0.238,12.084
119,0.279,2.02,0.231,12.145
