,acc,loss,val_acc,val_loss
0,0.098,2.311,0.121,12.594
1,0.099,2.306,0.125,12.148
2,0.113,2.295,0.136,12.356
3,0.125,2.297,0.147,11.373
4,0.133,2.293,0.169,11.187
5,0.121,2.296,0.161,11.413
6,0.112,2.293,0.142,12.019
7,0.104,2.293,0.132,12.6
8,0.141,2.289,0.15,12.182
9,0.158,2.274,0.125,13.293
10,0.145,2.285,0.13,13.357
11,0.141,2.283,0.137,13.203
12,0.135,2.28,0.143,13.038
13,0.146,2.282,0.142,13.116
14,0.144,2.277,0.157,12.763
15,0.173,2.268,0.153,12.86
16,0.183,2.264,0.16,12.807
17,0.157,2.267,0.163,12.806
18,0.155,2.264,0.144,13.223
19,0.164,2.261,0.156,12.835
20,0.188,2.244,0.161,13.065
21,0.177,2.257,0.174,12.726
22,0.191,2.25,0.179,12.605
23,0.185,2.249,0.177,12.467
24,0.202,2.226,0.185,12.468
25,0.198,2.214,0.176,12.86
26,0.203,2.212,0.178,12.667
27,0.2,2.227,0.162,12.973
28,0.203,2.218,0.17,12.898
29,0.157,2.235,0.192,12.551
30,0.208,2.21,0.192,12.49
31,0.193,2.205,0.173,12.959
32,0.19,2.21,0.185,12.663
33,0.182,2.221,0.173,12.92
34,0.202,2.199,0.166,12.921
35,0.191,2.163,0.201,12.53
36,0.199,2.165,0.175,12.88
37,0.231,2.151,0.187,12.733
38,0.224,2.124,0.209,12.308
39,0.188,2.158,0.189,12.624
40,0.202,2.119,0.181,12.78
41,0.2,2.158,0.185,12.804
42,0.228,2.138,0.194,12.581
43,0.221,2.149,0.211,12.404
44,0.193,2.165,0.221,12.259
45,0.23,2.089,0.211,12.381
46,0.219,2.116,0.191,12.771
47,0.234,2.116,0.195,12.629
48,0.228,2.097,0.186,12.85
49,0.19,2.167,0.168,13.205
50,0.25,2.08,0.177,12.991
51,0.258,2.073,0.205,12.552
52,0.215,2.121,0.167,13.008
53,0.248,2.076,0.198,12.594
54,0.225,2.141,0.215,12.39
55,0.243,2.054,0.219,12.132
56,0.193,2.174,0.189,12.765
57,0.228,2.069,0.183,12.81
58,0.215,2.071,0.186,12.755
59,0.209,2.108,0.213,12.282
60,0.252,2.037,0.213,12.369
61,0.205,2.088,0.239,11.859
62,0.247,2.031,0.219,12.191
63,0.24,2.062,0.235,12.092
64,0.219,2.099,0.192,12.797
65,0.23,2.091,0.284,11.214
66,0.241,2.078,0.215,12.281
67,0.206,2.107,0.242,11.886
68,0.25,2.023,0.226,12.016
69,0.24,2.059,0.249,11.729
70,0.232,2.11,0.21,12.357
71,0.263,2.025,0.211,12.3
72,0.237,2.058,0.228,12.07
73,0.257,2.046,0.203,12.566
74,0.275,1.99,0.228,12.032
75,0.292,1.956,0.231,12.029
76,0.266,2.051,0.271,11.283
77,0.221,2.104,0.221,12.173
78,0.229,2.127,0.25,11.62
79,0.261,2.061,0.256,11.669
80,0.271,1.99,0.237,11.967
81,0.221,2.064,0.264,11.522
82,0.23,2.094,0.242,12.037
83,0.259,2.024,0.262,11.62
84,0.257,2.038,0.269,11.458
85,0.296,1.946,0.239,12.002
86,0.292,1.967,0.275,11.334
87,0.292,1.984,0.261,11.53
88,0.288,1.998,0.287,11.287
89,0.239,2.056,0.277,11.33
90,0.256,2.0,0.241,11.892
91,0.278,2.004,0.219,12.192
92,0.283,1.935,0.251,11.79
93,0.249,2.048,0.276,11.443
94,0.285,1.942,0.236,11.988
95,0.283,2.026,0.27,11.452
96,0.258,2.05,0.247,11.856
97,0.266,1.955,0.248,11.762
98,0.277,1.99,0.297,11.135
99,0.271,2.026,0.275,11.396
100,0.302,1.965,0.274,11.469
101,0.283,1.996,0.243,12.044
102,0.262,2.031,0.296,11.124
103,0.272,2.009,0.22,12.319
104,0.259,2.035,0.262,11.634
105,0.275,2.037,0.261,11.644
106,0.263,2.043,0.306,10.92
107,0.271,2.006,0.231,12.069
108,0.292,1.959,0.278,11.411
109,0.28,1.997,0.249,11.852
110,0.305,1.932,0.232,12.123
111,0.29,1.942,0.281,11.345
112,0.299,1.953,0.287,11.182
113,0.286,1.975,0.254,11.677
114,0.282,2.006,0.259,11.517
115,0.308,1.939,0.228,12.084
116,0.309,1.874,0.249,11.882
117,0.301,1.944,0.259,11.7
118,0.324,1.894,0.262,11.653
119,0.285,1.956,0.249,11.834
