,acc,loss,val_acc,val_loss
0,0.103,2.326,0.138,12.952
1,0.118,2.31,0.169,12.117
2,0.117,2.307,0.136,12.866
3,0.112,2.309,0.125,13.168
4,0.134,2.29,0.161,12.063
5,0.121,2.298,0.178,11.78
6,0.138,2.286,0.158,12.469
7,0.123,2.285,0.181,12.038
8,0.156,2.278,0.189,11.77
9,0.14,2.278,0.209,11.616
10,0.138,2.279,0.178,12.063
11,0.148,2.272,0.196,12.003
12,0.16,2.263,0.204,11.856
13,0.169,2.263,0.207,11.872
14,0.134,2.263,0.233,11.308
15,0.179,2.266,0.244,11.218
16,0.173,2.252,0.212,11.995
17,0.163,2.266,0.224,11.507
18,0.183,2.247,0.199,12.144
19,0.194,2.237,0.202,12.104
20,0.196,2.228,0.22,12.029
21,0.16,2.24,0.223,12.034
22,0.172,2.227,0.226,12.031
23,0.201,2.205,0.198,12.37
24,0.193,2.196,0.197,12.538
25,0.201,2.198,0.184,12.783
26,0.189,2.247,0.199,12.406
27,0.217,2.187,0.19,12.716
28,0.167,2.253,0.198,12.401
29,0.193,2.2,0.205,12.26
30,0.185,2.23,0.213,12.132
31,0.2,2.216,0.184,12.656
32,0.212,2.191,0.205,12.409
33,0.193,2.206,0.191,12.553
34,0.232,2.129,0.182,12.718
35,0.218,2.195,0.186,12.831
36,0.202,2.144,0.196,12.716
37,0.212,2.197,0.201,12.585
38,0.208,2.166,0.187,12.712
39,0.234,2.151,0.201,12.459
40,0.242,2.115,0.189,12.787
41,0.205,2.104,0.207,12.43
42,0.219,2.129,0.196,12.706
43,0.24,2.122,0.216,12.22
44,0.205,2.157,0.232,11.956
45,0.225,2.129,0.175,13.017
46,0.25,2.103,0.174,13.086
47,0.204,2.152,0.201,12.528
48,0.229,2.171,0.19,12.801
49,0.225,2.104,0.194,12.745
50,0.235,2.112,0.178,12.971
51,0.235,2.128,0.197,12.712
52,0.214,2.185,0.191,12.773
53,0.241,2.1,0.228,12.084
54,0.251,2.05,0.193,12.807
55,0.238,2.098,0.205,12.642
56,0.229,2.09,0.194,12.679
57,0.235,2.049,0.175,13.054
58,0.248,2.087,0.186,12.937
59,0.225,2.172,0.207,12.622
60,0.286,2.018,0.191,12.915
61,0.252,2.047,0.2,12.696
62,0.275,1.989,0.202,12.667
63,0.223,2.207,0.208,12.452
64,0.273,2.059,0.196,12.756
65,0.253,2.101,0.189,12.826
66,0.239,2.109,0.185,12.864
67,0.277,2.04,0.222,12.152
68,0.271,2.067,0.212,12.525
69,0.258,2.051,0.225,12.253
70,0.266,2.081,0.232,12.104
71,0.238,2.102,0.198,12.706
72,0.262,2.078,0.236,12.141
73,0.258,2.095,0.203,12.567
74,0.257,2.035,0.185,12.865
75,0.279,2.056,0.21,12.573
76,0.262,2.074,0.198,12.643
77,0.263,2.071,0.22,12.268
78,0.288,1.991,0.202,12.625
79,0.285,2.047,0.206,12.555
80,0.268,2.045,0.177,13.035
81,0.278,2.037,0.201,12.61
82,0.269,2.112,0.24,12.018
83,0.266,2.047,0.235,12.094
84,0.273,2.068,0.211,12.401
85,0.27,2.006,0.193,12.752
86,0.312,1.983,0.177,13.104
87,0.246,2.161,0.22,12.371
88,0.302,2.003,0.211,12.454
89,0.271,2.077,0.222,12.389
90,0.263,2.07,0.23,12.065
91,0.305,1.955,0.219,12.397
92,0.252,2.11,0.216,12.419
93,0.288,1.998,0.231,12.208
94,0.292,2.02,0.207,12.467
95,0.279,2.073,0.221,12.307
96,0.287,2.034,0.212,12.51
97,0.283,2.011,0.229,12.207
98,0.302,2.005,0.226,12.22
99,0.261,2.109,0.217,12.34
100,0.285,2.009,0.221,12.362
101,0.275,2.075,0.214,12.281
102,0.321,1.975,0.239,12.064
103,0.299,1.971,0.216,12.406
104,0.286,2.011,0.231,12.192
105,0.285,2.025,0.208,12.51
106,0.352,1.872,0.204,12.577
107,0.316,1.924,0.203,12.636
108,0.302,2.007,0.257,11.762
109,0.275,2.054,0.232,12.232
110,0.32,1.947,0.221,12.347
111,0.311,1.968,0.22,12.338
112,0.301,1.995,0.198,12.621
113,0.323,1.952,0.219,12.431
114,0.278,2.042,0.198,12.804
115,0.328,1.949,0.237,12.112
116,0.299,1.997,0.218,12.411
117,0.329,1.952,0.234,12.138
118,0.288,2.05,0.217,12.415
119,0.314,1.935,0.223,12.382
