,acc,loss,val_acc,val_loss
0,0.12,2.298,0.122,13.494
1,0.126,2.283,0.131,13.094
2,0.158,2.263,0.148,13.219
3,0.154,2.255,0.18,12.661
4,0.177,2.228,0.201,12.557
5,0.191,2.202,0.225,11.945
6,0.203,2.192,0.206,12.32
7,0.204,2.179,0.218,12.162
8,0.224,2.15,0.175,13.083
9,0.229,2.135,0.162,13.253
10,0.235,2.116,0.219,12.243
11,0.23,2.113,0.156,13.494
12,0.218,2.125,0.152,13.515
13,0.244,2.073,0.17,13.109
14,0.246,2.076,0.212,12.379
15,0.253,2.077,0.178,13.009
16,0.244,2.084,0.232,12.084
17,0.261,2.063,0.178,13.115
18,0.273,2.038,0.175,13.155
19,0.27,2.046,0.214,12.55
20,0.266,2.044,0.185,12.939
21,0.279,2.018,0.18,13.072
22,0.27,2.034,0.196,12.727
23,0.279,2.028,0.17,13.171
24,0.287,2.008,0.203,12.681
25,0.289,2.007,0.179,13.037
26,0.284,2.027,0.16,13.455
27,0.298,1.979,0.243,11.998
28,0.29,1.986,0.248,11.856
29,0.301,1.968,0.213,12.587
30,0.298,1.959,0.229,12.283
31,0.303,1.964,0.203,12.726
32,0.298,1.961,0.218,12.429
33,0.323,1.923,0.181,13.061
34,0.315,1.934,0.199,12.845
35,0.32,1.918,0.218,12.499
36,0.324,1.917,0.21,12.606
37,0.323,1.88,0.213,12.601
38,0.317,1.933,0.206,12.662
39,0.339,1.884,0.242,12.159
40,0.336,1.887,0.256,11.825
41,0.337,1.882,0.232,12.173
42,0.33,1.889,0.234,12.212
43,0.351,1.844,0.226,12.351
44,0.334,1.872,0.23,12.238
45,0.35,1.866,0.239,12.137
46,0.33,1.875,0.246,12.033
47,0.346,1.851,0.261,11.732
48,0.361,1.829,0.272,11.585
49,0.359,1.827,0.275,11.558
50,0.359,1.822,0.266,11.64
51,0.37,1.787,0.286,11.38
52,0.367,1.814,0.249,12.021
53,0.364,1.819,0.248,11.997
54,0.38,1.778,0.29,11.307
55,0.369,1.815,0.287,11.348
56,0.372,1.791,0.276,11.537
57,0.386,1.772,0.274,11.605
58,0.383,1.769,0.297,11.119
59,0.379,1.772,0.311,11.025
60,0.382,1.756,0.291,11.329
61,0.405,1.739,0.26,11.828
62,0.398,1.734,0.326,10.649
63,0.383,1.771,0.314,10.797
64,0.393,1.721,0.301,11.11
65,0.401,1.697,0.319,10.823
66,0.388,1.749,0.312,10.966
67,0.402,1.683,0.303,11.135
68,0.391,1.725,0.316,10.945
69,0.414,1.694,0.304,11.101
70,0.423,1.659,0.325,10.771
71,0.404,1.692,0.327,10.692
72,0.415,1.673,0.324,10.676
73,0.413,1.699,0.324,10.688
74,0.419,1.659,0.343,10.418
75,0.408,1.68,0.325,10.757
76,0.413,1.67,0.33,10.631
77,0.421,1.672,0.334,10.667
78,0.429,1.632,0.331,10.63
79,0.422,1.662,0.326,10.759
80,0.429,1.626,0.331,10.697
81,0.423,1.65,0.327,10.73
82,0.443,1.607,0.331,10.676
83,0.449,1.593,0.358,10.157
84,0.438,1.625,0.345,10.407
85,0.444,1.587,0.335,10.578
86,0.437,1.602,0.363,10.089
87,0.437,1.596,0.32,10.843
88,0.46,1.563,0.353,10.301
89,0.448,1.589,0.35,10.309
90,0.451,1.576,0.341,10.524
91,0.463,1.543,0.337,10.598
92,0.451,1.577,0.33,10.75
93,0.465,1.535,0.345,10.467
94,0.474,1.525,0.351,10.369
95,0.448,1.555,0.345,10.452
96,0.451,1.54,0.361,10.079
97,0.474,1.517,0.333,10.62
98,0.466,1.525,0.364,10.112
99,0.486,1.479,0.354,10.314
100,0.481,1.481,0.354,10.28
101,0.463,1.499,0.346,10.403
102,0.466,1.498,0.329,10.675
103,0.471,1.509,0.354,10.295
104,0.489,1.455,0.349,10.369
105,0.478,1.494,0.353,10.336
106,0.484,1.485,0.356,10.271
107,0.478,1.481,0.355,10.206
108,0.493,1.471,0.366,10.069
109,0.499,1.449,0.35,10.332
110,0.486,1.471,0.355,10.283
111,0.488,1.455,0.362,10.24
112,0.502,1.417,0.365,10.096
113,0.5,1.426,0.371,10.034
114,0.501,1.414,0.391,9.717
115,0.51,1.395,0.34,10.48
116,0.493,1.459,0.362,10.152
117,0.483,1.469,0.348,10.35
118,0.488,1.443,0.354,10.288
119,0.514,1.405,0.348,10.433
