,acc,loss,val_acc,val_loss
0,0.109,2.305,0.119,13.785
1,0.139,2.281,0.147,13.077
2,0.152,2.262,0.165,12.425
3,0.161,2.248,0.138,13.574
4,0.172,2.226,0.153,13.231
5,0.195,2.19,0.156,13.296
6,0.206,2.168,0.155,13.371
7,0.211,2.148,0.155,13.397
8,0.217,2.134,0.151,13.622
9,0.224,2.111,0.157,13.398
10,0.223,2.106,0.154,13.449
11,0.23,2.097,0.173,13.114
12,0.243,2.074,0.241,12.009
13,0.251,2.073,0.155,13.438
14,0.257,2.056,0.152,13.542
15,0.252,2.06,0.185,12.726
16,0.271,2.041,0.182,12.947
17,0.269,2.031,0.165,13.222
18,0.261,2.022,0.163,13.29
19,0.272,2.027,0.175,13.036
20,0.277,2.016,0.191,12.753
21,0.281,2.013,0.161,13.425
22,0.272,2.012,0.184,12.896
23,0.276,1.999,0.231,12.074
24,0.297,1.979,0.191,12.824
25,0.281,1.981,0.208,12.472
26,0.28,1.982,0.296,11.088
27,0.297,1.962,0.214,12.448
28,0.297,1.96,0.29,11.175
29,0.297,1.962,0.271,11.47
30,0.304,1.957,0.246,11.871
31,0.31,1.941,0.23,12.261
32,0.308,1.945,0.188,12.917
33,0.327,1.908,0.282,11.295
34,0.313,1.923,0.254,11.832
35,0.31,1.917,0.252,11.819
36,0.31,1.91,0.252,11.847
37,0.311,1.905,0.244,12.013
38,0.324,1.89,0.202,12.714
39,0.321,1.908,0.232,12.112
40,0.329,1.877,0.215,12.436
41,0.335,1.859,0.251,11.828
42,0.342,1.859,0.258,11.785
43,0.334,1.866,0.248,11.911
44,0.342,1.877,0.251,11.9
45,0.333,1.868,0.256,11.851
46,0.329,1.861,0.264,11.603
47,0.339,1.838,0.247,11.872
48,0.349,1.836,0.26,11.692
49,0.343,1.838,0.289,11.232
50,0.341,1.837,0.271,11.504
51,0.347,1.831,0.24,12.066
52,0.353,1.806,0.3,11.098
53,0.351,1.822,0.249,11.936
54,0.341,1.831,0.27,11.626
55,0.346,1.814,0.318,10.853
56,0.362,1.795,0.281,11.386
57,0.356,1.818,0.312,10.904
58,0.363,1.789,0.299,11.086
59,0.368,1.764,0.322,10.832
60,0.362,1.786,0.271,11.589
61,0.372,1.781,0.29,11.295
62,0.377,1.769,0.303,11.045
63,0.375,1.742,0.323,10.737
64,0.386,1.745,0.269,11.655
65,0.379,1.76,0.306,11.041
66,0.38,1.746,0.291,11.298
67,0.388,1.721,0.311,10.886
68,0.387,1.737,0.28,11.369
69,0.396,1.727,0.283,11.414
70,0.382,1.726,0.31,10.934
71,0.374,1.746,0.271,11.53
72,0.387,1.729,0.327,10.707
73,0.386,1.72,0.299,11.138
74,0.399,1.699,0.311,10.97
75,0.4,1.681,0.318,10.84
76,0.397,1.697,0.305,11.002
77,0.398,1.715,0.324,10.696
78,0.401,1.674,0.299,11.11
79,0.404,1.68,0.349,10.279
80,0.388,1.693,0.308,10.973
81,0.422,1.645,0.34,10.413
82,0.413,1.644,0.316,10.853
83,0.409,1.672,0.353,10.282
84,0.409,1.669,0.31,11.026
85,0.403,1.666,0.336,10.569
86,0.411,1.638,0.334,10.533
87,0.407,1.656,0.338,10.528
88,0.428,1.629,0.346,10.417
89,0.425,1.633,0.343,10.419
90,0.437,1.605,0.321,10.805
91,0.423,1.648,0.356,10.238
92,0.419,1.617,0.364,10.104
93,0.437,1.603,0.363,10.102
94,0.411,1.649,0.355,10.261
95,0.415,1.623,0.346,10.405
96,0.436,1.606,0.349,10.348
97,0.422,1.622,0.329,10.653
98,0.425,1.598,0.358,10.198
99,0.432,1.598,0.329,10.697
100,0.422,1.616,0.358,10.145
101,0.441,1.57,0.361,10.17
102,0.429,1.599,0.365,10.12
103,0.428,1.605,0.363,10.158
104,0.428,1.578,0.392,9.637
105,0.439,1.576,0.323,10.734
106,0.439,1.583,0.373,10.055
107,0.448,1.556,0.347,10.343
108,0.444,1.55,0.347,10.441
109,0.429,1.597,0.358,10.166
110,0.462,1.534,0.371,10.046
111,0.458,1.533,0.363,10.089
112,0.452,1.54,0.353,10.35
113,0.452,1.549,0.375,9.946
114,0.456,1.536,0.351,10.342
115,0.457,1.527,0.362,10.164
116,0.449,1.55,0.378,9.881
117,0.458,1.535,0.375,9.916
118,0.463,1.528,0.355,10.255
119,0.458,1.522,0.396,9.621
