,acc,loss,val_acc,val_loss
0,0.108,2.301,0.117,13.716
1,0.138,2.282,0.113,14.012
2,0.154,2.267,0.146,13.564
3,0.177,2.239,0.155,13.342
4,0.185,2.218,0.171,13.13
5,0.203,2.189,0.14,13.617
6,0.201,2.182,0.139,13.704
7,0.207,2.149,0.16,13.28
8,0.22,2.142,0.162,13.184
9,0.228,2.113,0.155,13.305
10,0.235,2.089,0.152,13.444
11,0.251,2.058,0.159,13.434
12,0.24,2.076,0.17,13.202
13,0.266,2.054,0.176,13.106
14,0.261,2.056,0.222,12.27
15,0.246,2.067,0.16,13.426
16,0.267,2.035,0.18,13.09
17,0.283,2.006,0.176,13.083
18,0.293,1.982,0.224,12.297
19,0.29,1.988,0.227,12.247
20,0.293,1.978,0.165,13.4
21,0.301,1.963,0.198,12.806
22,0.299,1.973,0.197,12.799
23,0.309,1.95,0.185,13.007
24,0.307,1.94,0.187,12.968
25,0.321,1.927,0.204,12.719
26,0.304,1.944,0.203,12.737
27,0.323,1.926,0.244,11.998
28,0.312,1.935,0.274,11.437
29,0.319,1.928,0.177,13.155
30,0.322,1.916,0.205,12.668
31,0.302,1.952,0.217,12.423
32,0.315,1.917,0.188,12.979
33,0.343,1.856,0.226,12.321
34,0.345,1.845,0.222,12.389
35,0.346,1.832,0.193,12.894
36,0.344,1.854,0.251,11.865
37,0.348,1.825,0.234,12.187
38,0.369,1.803,0.242,12.123
39,0.339,1.873,0.254,11.896
40,0.348,1.837,0.217,12.507
41,0.343,1.835,0.275,11.552
42,0.355,1.813,0.247,11.996
43,0.38,1.755,0.288,11.35
44,0.364,1.799,0.26,11.859
45,0.359,1.781,0.276,11.601
46,0.382,1.752,0.264,11.736
47,0.371,1.787,0.279,11.487
48,0.384,1.73,0.274,11.583
49,0.387,1.726,0.265,11.773
50,0.383,1.756,0.282,11.437
51,0.365,1.788,0.272,11.591
52,0.368,1.773,0.306,11.091
53,0.386,1.759,0.291,11.319
54,0.399,1.699,0.285,11.379
55,0.4,1.737,0.297,11.265
56,0.413,1.641,0.274,11.565
57,0.373,1.77,0.297,11.154
58,0.391,1.704,0.314,10.91
59,0.405,1.679,0.321,10.819
60,0.388,1.717,0.292,11.235
61,0.408,1.676,0.332,10.641
62,0.396,1.706,0.312,10.961
63,0.412,1.683,0.263,11.787
64,0.426,1.64,0.286,11.387
65,0.407,1.668,0.299,11.191
66,0.411,1.661,0.315,10.887
67,0.422,1.621,0.313,10.918
68,0.417,1.641,0.306,11.122
69,0.425,1.65,0.306,11.137
70,0.419,1.638,0.307,11.049
71,0.422,1.613,0.322,10.788
72,0.413,1.663,0.337,10.529
73,0.409,1.666,0.322,10.723
74,0.429,1.619,0.303,11.113
75,0.424,1.609,0.318,10.854
76,0.443,1.58,0.311,10.936
77,0.436,1.602,0.351,10.354
78,0.442,1.586,0.332,10.629
79,0.444,1.588,0.333,10.6
80,0.444,1.577,0.324,10.696
81,0.451,1.565,0.314,10.968
82,0.451,1.547,0.332,10.655
83,0.465,1.512,0.333,10.648
84,0.452,1.54,0.345,10.438
85,0.437,1.577,0.342,10.476
86,0.45,1.563,0.34,10.529
87,0.443,1.574,0.346,10.431
88,0.449,1.555,0.347,10.454
89,0.48,1.477,0.348,10.392
90,0.443,1.569,0.356,10.248
91,0.449,1.536,0.336,10.645
92,0.46,1.53,0.317,10.842
93,0.46,1.522,0.32,10.851
94,0.482,1.479,0.352,10.396
95,0.457,1.552,0.354,10.272
96,0.463,1.499,0.356,10.276
97,0.475,1.487,0.339,10.537
98,0.487,1.462,0.352,10.274
99,0.46,1.528,0.346,10.33
100,0.451,1.567,0.341,10.527
101,0.488,1.447,0.331,10.695
102,0.448,1.545,0.355,10.239
103,0.484,1.455,0.36,10.222
104,0.472,1.479,0.357,10.296
105,0.48,1.474,0.357,10.251
106,0.502,1.438,0.344,10.413
107,0.484,1.468,0.347,10.423
108,0.489,1.434,0.344,10.425
109,0.503,1.419,0.353,10.348
110,0.472,1.494,0.378,9.826
111,0.504,1.412,0.369,10.014
112,0.486,1.451,0.368,10.076
113,0.506,1.392,0.338,10.549
114,0.491,1.438,0.322,10.867
115,0.515,1.364,0.374,9.997
116,0.496,1.426,0.339,10.597
117,0.505,1.391,0.339,10.557
118,0.5,1.403,0.362,10.215
119,0.522,1.362,0.358,10.258
