,acc,loss,val_acc,val_loss
0,0.096,2.312,0.09,12.466
1,0.106,2.303,0.104,12.217
2,0.104,2.303,0.097,11.783
3,0.103,2.3,0.104,12.074
4,0.117,2.299,0.111,12.087
5,0.115,2.296,0.112,11.452
6,0.118,2.296,0.11,11.81
7,0.12,2.295,0.107,11.894
8,0.125,2.293,0.12,12.608
9,0.135,2.294,0.121,12.268
10,0.126,2.292,0.133,11.781
11,0.131,2.291,0.14,11.571
12,0.13,2.291,0.142,11.619
13,0.132,2.289,0.152,11.492
14,0.142,2.288,0.16,11.46
15,0.131,2.287,0.157,11.736
16,0.146,2.285,0.164,11.385
17,0.138,2.282,0.157,12.081
18,0.148,2.282,0.176,11.689
19,0.147,2.281,0.176,11.383
20,0.16,2.275,0.189,11.469
21,0.143,2.278,0.182,11.641
22,0.157,2.274,0.178,11.889
23,0.168,2.265,0.189,11.978
24,0.175,2.262,0.176,12.053
25,0.161,2.263,0.204,11.616
26,0.168,2.265,0.214,11.659
27,0.171,2.255,0.19,11.781
28,0.166,2.257,0.209,11.849
29,0.184,2.248,0.229,11.621
30,0.189,2.242,0.223,11.706
31,0.181,2.242,0.22,11.733
32,0.19,2.231,0.201,12.152
33,0.197,2.22,0.223,11.83
34,0.188,2.226,0.191,12.468
35,0.206,2.198,0.206,12.337
36,0.185,2.216,0.196,12.335
37,0.213,2.188,0.207,12.284
38,0.22,2.173,0.209,12.267
39,0.216,2.174,0.212,12.207
40,0.202,2.18,0.224,11.93
41,0.216,2.162,0.21,12.113
42,0.217,2.147,0.244,11.508
43,0.225,2.136,0.216,12.245
44,0.232,2.13,0.19,12.657
45,0.237,2.117,0.215,12.323
46,0.229,2.118,0.206,12.433
47,0.229,2.103,0.137,13.716
48,0.239,2.093,0.194,12.663
49,0.249,2.078,0.154,13.423
50,0.245,2.073,0.137,13.791
51,0.253,2.062,0.204,12.481
52,0.26,2.046,0.193,12.691
53,0.256,2.051,0.189,12.881
54,0.262,2.046,0.149,13.555
55,0.265,2.021,0.199,12.736
56,0.261,2.03,0.174,13.113
57,0.277,2.002,0.175,13.125
58,0.283,2.003,0.2,12.66
59,0.276,2.002,0.171,13.176
60,0.273,2.004,0.176,13.106
61,0.272,1.995,0.141,13.753
62,0.286,1.978,0.136,13.793
63,0.293,1.956,0.154,13.519
64,0.295,1.968,0.147,13.676
65,0.285,1.973,0.153,13.521
66,0.3,1.943,0.157,13.515
67,0.307,1.929,0.156,13.473
68,0.306,1.925,0.164,13.382
69,0.306,1.943,0.171,13.196
70,0.299,1.922,0.149,13.581
71,0.308,1.929,0.158,13.475
72,0.308,1.918,0.183,13.031
73,0.311,1.921,0.152,13.56
74,0.336,1.868,0.172,13.217
75,0.325,1.896,0.2,12.758
76,0.33,1.882,0.207,12.641
77,0.325,1.885,0.199,12.82
78,0.34,1.869,0.158,13.509
79,0.322,1.878,0.175,13.125
80,0.34,1.857,0.181,13.074
81,0.338,1.863,0.213,12.564
82,0.335,1.843,0.16,13.444
83,0.348,1.839,0.179,13.2
84,0.346,1.83,0.201,12.754
85,0.351,1.813,0.191,12.903
86,0.345,1.831,0.224,12.306
87,0.355,1.81,0.193,12.883
88,0.354,1.812,0.272,11.587
89,0.357,1.8,0.19,12.918
90,0.36,1.803,0.234,12.16
91,0.355,1.805,0.242,12.038
92,0.367,1.779,0.167,13.335
93,0.359,1.782,0.191,12.916
94,0.368,1.764,0.252,11.912
95,0.388,1.759,0.232,12.284
96,0.371,1.774,0.223,12.339
97,0.378,1.758,0.221,12.478
98,0.384,1.739,0.185,13.037
99,0.368,1.74,0.209,12.601
100,0.388,1.727,0.226,12.36
101,0.386,1.722,0.196,12.853
102,0.38,1.74,0.168,13.348
103,0.392,1.706,0.204,12.767
104,0.393,1.697,0.192,12.86
105,0.392,1.72,0.229,12.277
106,0.386,1.704,0.23,12.276
107,0.401,1.693,0.185,13.041
108,0.394,1.694,0.269,11.638
109,0.406,1.679,0.218,12.466
110,0.41,1.663,0.244,12.111
111,0.401,1.671,0.229,12.291
112,0.415,1.655,0.247,12.044
113,0.423,1.643,0.261,11.753
114,0.418,1.668,0.26,11.741
115,0.414,1.649,0.26,11.808
116,0.412,1.655,0.243,12.091
117,0.413,1.645,0.252,11.994
118,0.423,1.63,0.286,11.368
119,0.423,1.619,0.251,11.95
