,acc,loss,val_acc,val_loss
0,0.102,2.307,0.129,12.774
1,0.124,2.297,0.125,13.346
2,0.123,2.291,0.114,13.886
3,0.145,2.278,0.126,13.803
4,0.149,2.28,0.126,13.761
5,0.165,2.265,0.136,13.678
6,0.171,2.252,0.14,13.683
7,0.168,2.246,0.137,13.748
8,0.183,2.228,0.127,13.921
9,0.188,2.209,0.125,14.017
10,0.182,2.203,0.143,13.623
11,0.208,2.186,0.136,13.823
12,0.203,2.17,0.125,14.005
13,0.21,2.165,0.136,13.821
14,0.213,2.145,0.161,13.306
15,0.222,2.136,0.169,13.239
16,0.221,2.126,0.171,13.149
17,0.228,2.111,0.201,12.648
18,0.226,2.12,0.178,13.063
19,0.227,2.115,0.15,13.603
20,0.239,2.097,0.243,11.885
21,0.237,2.093,0.189,12.88
22,0.239,2.092,0.215,12.457
23,0.246,2.071,0.19,12.853
24,0.245,2.08,0.206,12.615
25,0.256,2.068,0.255,11.766
26,0.242,2.073,0.238,12.052
27,0.265,2.073,0.225,12.273
28,0.273,2.049,0.237,12.091
29,0.275,2.039,0.227,12.298
30,0.274,2.032,0.225,12.269
31,0.269,2.041,0.287,11.264
32,0.28,2.019,0.228,12.255
33,0.285,2.004,0.24,12.036
34,0.283,2.011,0.263,11.675
35,0.282,2.02,0.257,11.843
36,0.281,2.0,0.247,11.922
37,0.284,2.01,0.236,12.129
38,0.299,1.984,0.184,12.999
39,0.284,2.006,0.256,11.82
40,0.29,1.976,0.294,11.174
41,0.299,1.962,0.244,11.974
42,0.291,1.985,0.284,11.335
43,0.313,1.935,0.267,11.658
44,0.31,1.937,0.228,12.276
45,0.306,1.958,0.269,11.578
46,0.308,1.949,0.317,10.804
47,0.305,1.946,0.284,11.348
48,0.311,1.94,0.278,11.457
49,0.31,1.939,0.277,11.524
50,0.3,1.941,0.241,12.134
51,0.317,1.924,0.291,11.314
52,0.321,1.896,0.283,11.417
53,0.328,1.884,0.275,11.529
54,0.331,1.888,0.319,10.791
55,0.316,1.913,0.279,11.483
56,0.311,1.902,0.269,11.654
57,0.317,1.896,0.299,11.089
58,0.33,1.888,0.276,11.573
59,0.337,1.871,0.329,10.639
60,0.336,1.875,0.283,11.407
61,0.344,1.84,0.27,11.508
62,0.334,1.873,0.292,11.28
63,0.345,1.854,0.311,10.946
64,0.334,1.85,0.296,11.177
65,0.353,1.844,0.318,10.858
66,0.346,1.84,0.319,10.787
67,0.365,1.815,0.33,10.665
68,0.357,1.836,0.315,10.951
69,0.343,1.823,0.289,11.321
70,0.344,1.844,0.321,10.752
71,0.35,1.826,0.312,10.843
72,0.355,1.789,0.333,10.605
73,0.35,1.824,0.334,10.589
74,0.375,1.779,0.325,10.757
75,0.358,1.804,0.331,10.63
76,0.37,1.773,0.364,10.097
77,0.36,1.795,0.329,10.617
78,0.372,1.784,0.336,10.581
79,0.374,1.789,0.352,10.242
80,0.367,1.774,0.363,9.998
81,0.386,1.729,0.357,10.176
82,0.385,1.751,0.361,10.204
83,0.382,1.751,0.3,11.103
84,0.388,1.732,0.34,10.426
85,0.383,1.749,0.358,10.191
86,0.38,1.747,0.343,10.337
87,0.387,1.74,0.368,9.985
88,0.399,1.719,0.315,10.914
89,0.381,1.737,0.284,11.468
90,0.39,1.736,0.35,10.258
91,0.391,1.737,0.328,10.719
92,0.39,1.713,0.341,10.484
93,0.408,1.69,0.347,10.384
94,0.401,1.693,0.346,10.403
95,0.401,1.72,0.374,9.888
96,0.412,1.677,0.389,9.707
97,0.41,1.657,0.379,9.833
98,0.415,1.656,0.371,10.05
99,0.417,1.653,0.361,10.139
100,0.412,1.663,0.365,10.094
101,0.422,1.659,0.37,10.029
102,0.421,1.657,0.373,10.055
103,0.438,1.614,0.391,9.694
104,0.43,1.634,0.384,9.843
105,0.427,1.623,0.377,9.891
106,0.416,1.649,0.367,10.081
107,0.441,1.603,0.399,9.559
108,0.439,1.609,0.383,9.78
109,0.43,1.608,0.391,9.738
110,0.434,1.622,0.307,11.116
111,0.423,1.64,0.382,9.824
112,0.435,1.598,0.382,9.786
113,0.432,1.61,0.366,10.093
114,0.44,1.579,0.372,10.023
115,0.431,1.624,0.379,9.806
116,0.454,1.539,0.379,9.93
117,0.454,1.554,0.388,9.678
118,0.442,1.591,0.4,9.543
119,0.462,1.566,0.394,9.674
