,acc,loss,val_acc,val_loss
0,0.112,2.309,0.114,13.888
1,0.118,2.295,0.112,14.059
2,0.141,2.281,0.125,13.836
3,0.147,2.281,0.126,13.845
4,0.153,2.268,0.135,13.703
5,0.162,2.264,0.132,13.611
6,0.178,2.246,0.119,14.07
7,0.18,2.235,0.137,13.549
8,0.195,2.22,0.134,13.726
9,0.201,2.189,0.13,13.875
10,0.191,2.191,0.13,13.912
11,0.218,2.169,0.141,13.708
12,0.21,2.158,0.151,13.484
13,0.234,2.143,0.202,12.61
14,0.232,2.125,0.149,13.548
15,0.227,2.136,0.189,12.777
16,0.246,2.103,0.141,13.763
17,0.24,2.096,0.175,13.093
18,0.241,2.102,0.213,12.364
19,0.248,2.082,0.189,12.875
20,0.239,2.103,0.168,13.305
21,0.252,2.066,0.173,13.18
22,0.253,2.055,0.166,13.299
23,0.259,2.046,0.218,12.325
24,0.255,2.073,0.172,13.227
25,0.26,2.053,0.174,13.156
26,0.272,2.033,0.186,12.968
27,0.258,2.051,0.207,12.572
28,0.262,2.068,0.242,11.946
29,0.278,2.015,0.196,12.853
30,0.29,2.0,0.184,12.953
31,0.282,2.01,0.197,12.864
32,0.289,1.99,0.199,12.854
33,0.262,2.024,0.211,12.533
34,0.266,2.009,0.177,13.162
35,0.277,2.01,0.181,13.087
36,0.278,2.007,0.215,12.481
37,0.282,2.006,0.215,12.568
38,0.297,1.969,0.183,13.055
39,0.306,1.947,0.255,11.914
40,0.286,1.985,0.199,12.801
41,0.298,1.965,0.217,12.403
42,0.298,1.961,0.233,12.292
43,0.298,1.951,0.226,12.308
44,0.3,1.93,0.206,12.64
45,0.306,1.943,0.219,12.429
46,0.305,1.962,0.198,12.787
47,0.296,1.943,0.234,12.17
48,0.317,1.911,0.225,12.368
49,0.306,1.942,0.211,12.566
50,0.305,1.921,0.2,12.793
51,0.343,1.869,0.252,11.96
52,0.318,1.913,0.209,12.584
53,0.315,1.912,0.201,12.798
54,0.313,1.935,0.229,12.313
55,0.316,1.903,0.21,12.625
56,0.328,1.889,0.221,12.433
57,0.301,1.947,0.224,12.376
58,0.328,1.89,0.199,12.799
59,0.318,1.922,0.203,12.804
60,0.343,1.871,0.248,12.0
61,0.356,1.839,0.211,12.634
62,0.33,1.888,0.205,12.751
63,0.333,1.869,0.193,12.87
64,0.328,1.88,0.232,12.291
65,0.327,1.862,0.254,11.916
66,0.333,1.861,0.231,12.308
67,0.342,1.85,0.23,12.321
68,0.336,1.869,0.224,12.329
69,0.329,1.867,0.226,12.387
70,0.329,1.885,0.234,12.231
71,0.352,1.808,0.22,12.473
72,0.336,1.86,0.254,11.907
73,0.343,1.846,0.231,12.299
74,0.354,1.811,0.253,11.906
75,0.351,1.817,0.243,12.112
76,0.351,1.824,0.279,11.512
77,0.369,1.78,0.228,12.322
78,0.36,1.803,0.288,11.357
79,0.343,1.815,0.234,12.228
80,0.345,1.822,0.261,11.832
81,0.363,1.793,0.248,12.023
82,0.369,1.776,0.237,12.181
83,0.366,1.768,0.287,11.388
84,0.36,1.779,0.251,11.995
85,0.351,1.797,0.267,11.692
86,0.379,1.739,0.255,11.956
87,0.345,1.831,0.282,11.436
88,0.386,1.731,0.282,11.493
89,0.388,1.716,0.263,11.818
90,0.366,1.782,0.268,11.691
91,0.354,1.807,0.253,11.952
92,0.384,1.726,0.272,11.616
93,0.371,1.728,0.27,11.653
94,0.37,1.757,0.273,11.623
95,0.377,1.736,0.282,11.458
96,0.398,1.716,0.272,11.652
97,0.387,1.709,0.283,11.475
98,0.364,1.774,0.291,11.341
99,0.387,1.694,0.285,11.34
100,0.363,1.762,0.272,11.615
101,0.379,1.749,0.272,11.604
102,0.36,1.786,0.295,11.281
103,0.414,1.656,0.291,11.358
104,0.394,1.69,0.296,11.301
105,0.389,1.692,0.28,11.526
106,0.378,1.716,0.259,11.857
107,0.39,1.696,0.265,11.793
108,0.407,1.661,0.29,11.339
109,0.397,1.692,0.238,12.178
110,0.409,1.667,0.289,11.332
111,0.373,1.73,0.279,11.497
112,0.413,1.633,0.294,11.284
113,0.414,1.657,0.292,11.306
114,0.402,1.678,0.291,11.339
115,0.39,1.682,0.315,10.963
116,0.389,1.712,0.295,11.258
117,0.421,1.622,0.307,11.116
118,0.392,1.695,0.305,11.198
119,0.401,1.663,0.284,11.452
