,acc,loss,val_acc,val_loss
0,0.109,2.316,0.122,12.737
1,0.11,2.303,0.158,11.988
2,0.125,2.296,0.129,13.076
3,0.133,2.289,0.111,14.115
4,0.131,2.288,0.131,13.441
5,0.145,2.278,0.136,13.433
6,0.148,2.282,0.203,11.812
7,0.152,2.272,0.193,11.971
8,0.15,2.28,0.176,12.424
9,0.174,2.251,0.147,13.34
10,0.165,2.26,0.201,12.193
11,0.177,2.244,0.161,13.129
12,0.172,2.252,0.235,11.536
13,0.179,2.236,0.171,12.988
14,0.194,2.239,0.234,11.767
15,0.195,2.232,0.201,12.5
16,0.175,2.251,0.295,10.742
17,0.212,2.2,0.213,12.334
18,0.214,2.189,0.17,13.184
19,0.223,2.189,0.179,12.95
20,0.204,2.219,0.244,11.864
21,0.232,2.162,0.172,13.116
22,0.217,2.205,0.19,12.788
23,0.228,2.175,0.214,12.402
24,0.199,2.201,0.27,11.314
25,0.226,2.178,0.179,12.964
26,0.225,2.179,0.246,11.866
27,0.236,2.166,0.216,12.37
28,0.23,2.172,0.223,12.221
29,0.234,2.151,0.268,11.498
30,0.248,2.14,0.285,11.157
31,0.26,2.105,0.217,12.358
32,0.244,2.133,0.308,10.787
33,0.269,2.086,0.202,12.584
34,0.245,2.123,0.288,11.203
35,0.259,2.125,0.264,11.648
36,0.259,2.088,0.266,11.593
37,0.265,2.1,0.22,12.326
38,0.256,2.091,0.282,11.225
39,0.254,2.129,0.286,11.167
40,0.274,2.074,0.244,11.91
41,0.255,2.093,0.246,11.808
42,0.283,2.06,0.3,10.942
43,0.287,2.035,0.267,11.617
44,0.264,2.062,0.307,10.801
45,0.273,2.043,0.299,10.925
46,0.281,2.03,0.334,10.36
47,0.292,2.009,0.311,10.909
48,0.292,1.997,0.309,10.891
49,0.295,2.02,0.316,10.789
50,0.28,2.034,0.352,10.111
51,0.304,1.994,0.315,10.684
52,0.286,2.023,0.33,10.447
53,0.314,1.957,0.331,10.673
54,0.322,1.956,0.314,10.806
55,0.291,2.017,0.352,10.06
56,0.312,1.961,0.362,9.958
57,0.316,1.932,0.304,10.95
58,0.323,1.926,0.332,10.53
59,0.302,1.988,0.348,10.331
60,0.315,1.942,0.381,9.644
61,0.317,1.934,0.353,10.236
62,0.34,1.88,0.346,10.239
63,0.326,1.939,0.389,9.555
64,0.314,1.945,0.39,9.471
65,0.34,1.884,0.365,9.86
66,0.334,1.913,0.383,9.667
67,0.338,1.895,0.375,9.764
68,0.35,1.849,0.39,9.473
69,0.316,1.913,0.399,9.514
70,0.326,1.901,0.382,9.585
71,0.346,1.857,0.377,9.759
72,0.341,1.846,0.381,9.739
73,0.345,1.862,0.383,9.771
74,0.344,1.868,0.392,9.586
75,0.351,1.855,0.371,9.911
76,0.343,1.841,0.388,9.522
77,0.353,1.847,0.368,9.895
78,0.344,1.856,0.402,9.377
79,0.359,1.828,0.399,9.365
80,0.36,1.835,0.39,9.465
81,0.378,1.802,0.393,9.509
82,0.38,1.781,0.413,9.159
83,0.376,1.776,0.393,9.462
84,0.397,1.7,0.334,10.421
85,0.385,1.776,0.391,9.551
86,0.364,1.802,0.379,9.693
87,0.358,1.815,0.388,9.563
88,0.388,1.728,0.383,9.675
89,0.383,1.763,0.404,9.357
90,0.388,1.733,0.403,9.388
91,0.39,1.752,0.396,9.467
92,0.388,1.747,0.425,9.043
93,0.383,1.762,0.404,9.378
94,0.408,1.722,0.374,9.922
95,0.408,1.707,0.381,9.665
96,0.408,1.692,0.415,9.215
97,0.391,1.748,0.423,9.035
98,0.403,1.719,0.422,9.022
99,0.416,1.672,0.425,9.046
100,0.408,1.706,0.435,9.014
101,0.414,1.685,0.413,9.191
102,0.418,1.664,0.411,9.258
103,0.412,1.664,0.436,8.869
104,0.423,1.657,0.425,9.002
105,0.428,1.657,0.416,9.136
106,0.428,1.645,0.416,9.086
107,0.452,1.57,0.42,9.075
108,0.44,1.601,0.449,8.63
109,0.437,1.613,0.411,9.269
110,0.435,1.649,0.44,8.88
111,0.419,1.64,0.436,8.766
112,0.428,1.653,0.446,8.721
113,0.446,1.586,0.46,8.499
114,0.441,1.6,0.457,8.574
115,0.485,1.488,0.449,8.647
116,0.461,1.534,0.424,9.084
117,0.431,1.632,0.438,8.832
118,0.432,1.647,0.46,8.506
119,0.445,1.584,0.451,8.648
